idSekolah,kodeSekolah,komiteId,kepsekId,operatorId,namaSekolah,emailSekolah,status,alamat,kecamatan,kodePos,telpon,nss,instansiPemberiIzin,nomorSuratIzin,tglSuratIzin,akreditasi,angkaAkreditasi,tahuAkreditasi,lembagaMeaungi,subRayon
2437,35-0105,,,,SD NEGERI BEGAWAT 02,sdn_begawat02@yahoo.co.id,Negeri,Jl. Raya Dk. Bulu Begawat Kec. Bumijawa Kab. Tegal 52466,Bumijawa,52466,0,101032802035,Dinas Pendidikan dan Kebudayaan,,01/07/1979,B,85,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,3
2438,35-0106,,,,SD NEGERI BUMIJAWA 01,sdn1bumijawa@gmail.com,Negeri,Jalan Raya Bumijawa Rt 5 Rw 2,Bumijawa,52466,2834690008,101032802002,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,800/05/5672,20 JULI 2020,A,94,2020,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,3
2439,35-0107,,,,SD NEGERI BUMIJAWA 02,sdnbumijawa02@gmail.com,Negeri,Belakang Kantor Camat Bumijawa,Bumijawa,52466,2834690436,101032802014,Gubernur Kepala Daerah Tingkat I Jawa Tengah,401.2/025/52/1985,01/08/85,A,95,2018,Dinas Pendidikan Dan Kebudayaan,3
2440,35-0108,,,,SD NEGERI BUMIJAWA 03,sdnbumijawa03@gmail.com,Negeri,Jl. Karanganyar-Bumijawa No. 161,Bumijawa,52466,85327777262,101032802022,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/52/1985,1 Agustus 1985,A,91,2021,Dinas Pendidikan dan Kebudayaan,3
2441,35-0109,,,,SD NEGERI BUMIJAWA 04,sdnbmj04@gmail.com,Negeri,Jl. Raya Bandarsari,Bumijawa,52466,82322016147,101032802031,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/ /52/1985,1 Agustus 1985,A,91,2021,Dinas P dan K Propinsi Daerah Tingkat I Jawa Tengah,3
2442,35-0110,,,,SD NEGERI BUMIJAWA 06,sdnbumijawaenam@gmail.com,Negeri,Jl. Dk. Gupakan-Bumijawa RT 01 RW 07,Bumijawa,52466,85742029803,101032802045,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/52/1985,01 Agustus 1985,B,83,2021,Dinas Pendidikan dan Kebudayaan,3
2443,35-0111,,,,SD NEGERI BUMIJAWA 07,sd07bumijawa@gmail.com,Negeri,Dk Keseran RT 03/04 Desa Bumijawa,Bumijawa,52466,83121054690,101032802055,Gubernur Kepala Daerah TK I Jawa Tengah,421/2/025/52/1985,01/08/1985,B,84,2021,Dinas Pendidikan dan kebudayaan,3
2444,35-0112,,,,SD NEGERI CARUL,sdncarul01@gmail.com,Negeri,Carul RT 001 RW 002,Bumijawa,52466,85726604443,101032802019,Provinsi Jawa Tengah,421.2/025/ /52/1985,01/08/85,C,0,2018,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,3
2445,35-0113,,,,SD NEGERI CAWITALI 01,cawitali01.sdn@gmail.com,Negeri,Desa Cawitali Kecamatan Bunijawa,Bumijawa,52466,85315666088,101032802010,,899 /002/I/55,01/01/55,B,84,2021,,3
2446,35-0114,,,,SD NEGERI CAWITALI 02,sdcawitalilemahabang@yahoo.co.id,Negeri,"Dk. Lemah Abang, Desa Cawitali",Bumijawa,52466,0,101032802032,,,,A,91,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,3
2447,35-0115,,,,SD NEGERI CAWITALI 03,sdn_cawitalitiga@yahoo.com,Negeri,Dukuh Krajan Desa Cawitali RT 003 RW 001,Bumijawa,52466,82314036463,101032802049,Gubernur Kepala Daerah Tingkat 1 Jawa Tengah,421.2/025/.../52/1985,1 Agustus 1985,B,81,2017,Dinas Pendidikan dan Kebudayaan,3
2448,35-0116,,,,SD NEGERI CEMPAKA 01,cempakasdnegeri@gmail.com,Negeri,Jl. Sengkol Desa Cempaka Kab.Tegal,Bumijawa,52466,85290295869,101032802018,,,,B,89,2018,,3
2449,35-0117,,,,SD NEGERI CEMPAKA 02,sdncempaka02bumijawa@gmail.com,Negeri,jalan raya jejeg-linggapura desa cempaka,Bumijawa,52466,85786643239,101032802026,,,01/01/10,A,91,2021,,3
2450,35-0118,,,,SD NEGERI CEMPAKA 03,sdncempaka03@gmail.com,Negeri,Jl. Raya Jejeg - Linggapura Desa Cempaka,Bumijawa,52466,85869231050,101032802036,Gubernur Kepala Daerah Tingkat I Jawa tengah,421.2/Q25/32/1985,01 Agustus 1985,B,81,2018,Dinas Pendidikan Dan Kebudayaan,3
2451,35-0119,,,,SD NEGERI CINTAMANIK 01,sdnegericintamanik01@gmail.com,Negeri,Desa Cintamanik Dukuh Mayanegara Rt 02 Rw 04 Bumijawa Tegal,Bumijawa,52466,87889654526,101032802013,,,,,0,0,,3
2452,35-0120,,,,SD NEGERI CINTAMANIK 02,sdncintamanik02@gmail.com,Negeri,Dk Krajan Desa Cintamanik RT 02 RW 02,Bumijawa,52466,85226904678,101032802027,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/52/1985,1 Agustus 1985,B,79,2017,Dinas Pendidikan Dan Kebudayaan Kabupaten Tegal,3
2453,35-0121,,,,SD NEGERI CINTAMANIK 03,cintamanik03@yahoo.co.id,Negeri,Dukuh Kubangapu Desa Cintamanik RT 03/RW 05 Kecamatan Bumijawa Kabupaten Tegal,Bumijawa,52466,85266216923,101032802037,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/52/1985,1 Agustus 1985,B,88,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN,3
2454,35-0122,,,,SD Negeri Dukuhbenda 01,sdndukuhbenda1@gmail.com,Negeri,JL. Raya Dukuhbenda RT.02 RW.03,Bumijawa,52466,85226397648,101032802012,Gubernur Kepala Daerah Tingkat I Jawa Tengah,,,B,86,2017,Dinas Pendidikan dan Kebudayaan,3
2455,35-0123,,,,SD NEGERI DUKUHBENDA 02,dukuhbenda02@gmail.com,Negeri,Jl. Siketi Desa Dukuhbenda,Bumijawa,52466,0,101032802029,,,,B,85,2019,Dinas Pendidikan dan Kebudayaan,3
2456,35-0124,,,,SD NEGERI DUKUHBENDA 03,sdn.dukuhbenda.3.20@gmail.com,Negeri,Jalan Dukuh Wadasmalang Dukuhbenda,Bumijawa,52466,85786382272,101032802039,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.1/0090/VII/1983,02/01/1983,B,0,2018,Dinas Pendidikan dan Kebudayaan,3
2457,35-0125,,,,SD NEGERI DUKUHBENDA 04,dukuhbenda04@gmail.com,Negeri,Jambudipa Dukuhbenda,Bumijawa,52466,85325693388,101032802050,,,,C,79,2018,,3
2458,35-0126,,,,SD NEGERI GUCI 01,sdnguci01@gmail.com,Negeri,Jl. Objek Wisata Guci Rt 04 Rw 01,Bumijawa,52466,82314810175,101032802015,,,,A,91,2019,,3
2459,35-0127,,,,SD NEGERI GUCI 02,sodikun17@gmail.com,Negeri,Jl. Dukuhtengah Desa Guci,Bumijawa,52466,85747046050,101032802051,,,,B,82,2018,DINAS PENDIDIKAN,3
2460,35-0128,,,,SD NEGERI GUNUNG AGUNG 01,sdngunungagungnolsatu@gmail.com,Negeri,Jl Reksandana Desa Gunungagung Kec. Bumijawa Kab. Tegal,Bumijawa,52466,83861009703,101032802003,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/52/1985,1 Agustus 1985,A,86,2014,DINAS DIKBUD KABUPATEN TEGAL,3
2461,35-0129,,,,SD NEGERI GUNUNGAGUNG 02,sdn.gunungagung02@gmail.com,Negeri,Dukuh. Pengindangan Desa. Gunungagung Kec. Bumijawa Kab. Tegal,Bumijawa,52466,85200166290,101032802020,Pemerintah Daerah,421.2/025/52/85,421.2/025/52/85,B,81,2021,Pemerintah Daerah,3
2462,35-0130,,,,SD NEGERI GUNUNGAGUNG 03,kepudangesde@gmail.com,Negeri,"Dk. Kepudang RT 01/ 04, Gunungagung, Bumijawa",Bumijawa,52466,81548187822,101032802046,,,,,0,0,,3
2463,35-0131,,,,SD NEGERI JEJEG 01,sdnegerijejeg01@gmail.com,Negeri,Jl. Raya Utara Jejeg - Ds. Jejeg-Kec. Bumijawa - Kab. Tegal,Bumijawa,52466,87749805089,101032802001,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/52/1985,1 AGUSTUS 1985,A,92,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN,3
2464,35-0133,,,,SD NEGERI MUNCANGLARANG 01,sdnmuncanglarang01@gmail.com,Negeri,"Jalan Raya Dukuh Pereng, Desa Muncanglarang, Kecamatan Bumijawa, Kab. Tegal",Bumijawa,52466,82220893956,101032802008,,,,B,84,2016,,3
2465,35-0134,,,,SD NEGERI MUNCANGLARANG 02,sdmcl02@gmail.com,Negeri,Dk. Mobok Karsih. Desa Muncanglarang. Kecamatan Bumijawa. Kabupaten Tegal KP.52466,Bumijawa,52466,85325159434,101032802024,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/42/85,01/08/85,A,91,2021,DINAS PENDIDIKAN DAN KBUDAYAAN,3
2466,35-0135,,,,SD NEGERI MUNCANGLARANG 03,sdnmuncanglarang03@gmail.com,Negeri,Dukuh Nagog Desa Muncanglarang,Bumijawa,52466,82322503872,101032802034,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/ /52/1985,1 Agustus 1985,B,86,2018,Dinas Pendidikan dan Kebudayaan,3
2467,35-0136,,,,SD NEGERI PAGERKASIH 01,sdpagerkasih123@gmail.com,Negeri,Pagerkasih Rt 02 Rw 01,Bumijawa,52466,85325735983,101032802016,,,,A,87,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,3
2468,35-0137,,,,SD NEGERI SIGEDONG 01,sdnsigedong01@gmail.com,Negeri,Jl. Raya Kalipedes RT 03 / RW 03 Desa Sigedong Kec. Bumijawa,Bumijawa,52466,85293160124,101032802006,Gubernur Kepala Daerah Tingkat 1 Jawa Tengah,421.2/025.52/85,01/08/85,B,86,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,3
2469,35-0138,,,,SD NEGERI SIGEDONG 02,sdnsigedongdua02@gmail.com,Negeri,Dukuh Krajan Desa Sigedong,Bumijawa,52466,0,101032802041,Kementerian Pendidikan dan Kebudayaan,421/025/52/1985,01-08-1985,B,84,2019,Kementerian Pendidikan dan Kebudayaan,3
2470,35-0139,,,,SD NEGERI SIGEDONG 03,sdnsigedong03@gmail.com,Negeri,Dk. Sawangan Desa Sigedong,Bumijawa,52466,82328920915,101032802020,Gubernur Kepala Daerah Tingkat I Jawa Tengah,,,B,89,2018,Dinas Pendidikan dan Kebudayaan,3
2471,35-0140,,,,SD NEGERI SOKASARI 01,sokasari01.bumijawa.sd@gmail.com,Negeri,JALAN WAGE TIMUR DESA SOKASARI KECAMATAN BUMIJAWA,Bumijawa,52466,0,101023802017,,,,B,82,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB. TEGAL,3
2472,35-0141,,,,SD NEGERI SOKASARI 02,akhsariakhsari@gmail.com,Negeri,Jl. Raya Sokasari RT.04 RW.04,Bumijawa,52466,83109471149,101032802023,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/ /52/1985,1 Agustus 1985,B,83,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,3
2473,35-0142,,,,SD NEGERI SOKASARI 03,esdeensokasaritiga@gmail.com,Negeri,Jl. Wage Barat Desa Sokasari Kec. Bumijawa Kab. Tegal,Bumijawa,52466,0,101032802052,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/52/1985,01/08/1985,B,77,2016,Dinas Pendidikan &amp; Kebudayaan Kab. Tegal,3
2474,35-0143,,,,SD NEGERI SOKATENGAH 01,sdnsokatengah01@gmail.com,Negeri,Sokatengah RT 04 RW 02,Bumijawa,52466,0,101032802005,,640/334/1957,25/02/1957,B,82,2021,DINAS DIKBUD KABUPATEN TEGAL,3
2475,35-0144,,,,SD NEGERI SOKATENGAH 02,sdnsokatengah02@gmail.com,Negeri,Jl. Raya Sokatengah KM. 7 Bumijawa Kab. Tegal,Bumijawa,52466,82225554739,101032802030,,,1 Januari 1977,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB. TEGAL,3
2476,35-0145,,,,SD NEGERI SOKATENGAH 03,sdnegerisokatengah03@gmail.com,Negeri,Sokatengah Dk. Malar Rt 04 Rw 01,Bumijawa,52466,85742773189,101032802047,,421/2/025/52/85,30/08/85,B,82,2018,Dinas Pendidikan dan Kebudayaan,3
2477,35-0146,,,,SD NEGERI SUMBAGA 01,sdnsumbaga01@gmail.com,Negeri,Jl. Raya Sumbaga Kec. Bumijawa Kab. Tegal,Bumijawa,52466,85228584131,101032802004,,,,B,84,2021,Dinas Pendidikan dan Kebudayaan,3
2478,35-0147,,,,SD NEGERI SUMBAGA 02,sdnsumbaga2@gmail.com,Negeri,,Bumijawa,52466,0,101032802028,,,,,0,0,,3
2479,35-0148,,,,SD NEGERI SUMBAGA 03,sdnsumbaga03@gmail.com,Negeri,Jl. PDAM Desa Sumbaga RT. 03 RW.03,Bumijawa,52466,81977581541,101032802054,GUBENUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/4/1986,30/8/2986,B,81,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,3
2480,35-0149,,,,SD NEGERI TRAJU 01,sdntraju001@gmail.com,Negeri,Traju Dk. Krajan Rt 04 Rw 01,Bumijawa,52466,82324820463,101032802009,Pemerintah Daerah,421.2/025/ /52/85,01 AGUSTUS 1985,B,83,2001,Dinas Pendidikan dan Kebudayaan kabupaten Tegal,3
2481,35-0150,,,,SD NEGERI TRAJU 02,sd.traju2@gmail.com,Negeri,Dk.Riwan Ds. Traju Kec. Bumijawa,Bumijawa,52466,83873141037,101032802038,,,,B,84,2021,DINA DIKBUD,3
2482,35-0151,,,,SD NEGERI TRAJU 03,sdntraju03@yahoo.co.id,Negeri,Dk. Pelem Traju - Keluarahan Traju - Kecamatan Bumijawa,Bumijawa,52466,85869261475,101035805048,,421.1/025/ /52/85,01/08/85,B,84,2021,DINAS DIKBUD,3
2483,35-0152,,,,SD NEGERI BATUNYANA,sdbatunyana@gmail.com,Negeri,Jln.Sokawera- Andongsili Desa Batunyana RT.02 Rw.01,Bojong,52465,8170644624,101032803013,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/ /32/1985,1 AGUSTUS 1985,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,4
2484,35-0153,,,,SD NEGERI BOJONG 01,sdn.bojong.satu@gmail.com,Negeri,Jl Raya Utara Bojong,Bojong,52465,81391702496,101032803001,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/ /32/85,1 AGUSTUS 1985,B,88,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2485,35-0154,,,,SD NEGERI BOJONG 02,sdnbojongii@gmail.com,Negeri,Jl. Raya Selatan Bojong,Bojong,52465,82136292839,101032803002,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/ /32/1985,1 Agustus 1985,B,82,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,4
2486,35-0155,,,,SD NEGERI BOJONG 03,sdnbojongtelu@gmail.com,Negeri,Jl. Raya Utara Bojong Kec. Bojong Kab. Tegal,Bojong,52465,82135763250,101032803021,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/ /32/1985,1 AGUSTUS 1985,B,83,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB. TEGAL,4
2487,35-0156,,,,SD NEGERI BOJONG 04,sdnegeri_bojong04@gmail.com,Negeri,Jl.Tembus Buniwah-Bojong Rt 7 Rw 3 Desa Bojong Kecamatan Bojong Kab. Tegal 52465,Bojong,52465,85228100570,101032803031,Gubernur Kepala Daerah Tingkat 1 Jawa Tengah,421.2/025/32/1985,1 Agustus 1985,b,83,2021,Dinas pendidikan dan Kebudayaan Kabupaten Tegal,4
2488,35-0157,,,,SD NEGERI BUNIWAH 01,Sdnbuniwah01@gmail.com,Negeri,JL.Buniwah krajan Desa Buniwah Kecamatan Bojong Kabupaten tegal,Bojong,52465,85226991020,101032803008,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/ /32/1985,1 AGUSTUS 1985,B,83,2018,DINAS PENDIDIKAAN DAN KEBUDAYAAN KAB TEGAL,4
2489,35-0158,,,,SD NEGERI BUNIWAH 02,sdnegeribuniwah02@gmail.com,Negeri,Jl. Raya Buniwah,Bojong,52465,85228649625,101032803022,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/ /32/85,1 AGUSTUS 1985,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB. TEGAL,4
2490,35-0159,,,,SD NEGERI CIKURA 01,sdncikura01@gmail.com,Negeri,Jl. Kyai Kurdi Cikura Bojong Tegal,Bojong,52465,87749832142,101032803018,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/32/1985,1 AGUSTUS 1985,B,82,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2491,35-0160,,,,SD NEGERI CIKURA 02,sdn.cikura.002@gmail.com,Negeri,"Jl. Majapahit RT 06 RW 02 Desa Cikura, Kec. Bojong, Kab. Tegal",Bojong,52465,82325780341,101032803032,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/32/1985,01 Agustus 1985,B,83,2021,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,4
2492,35-0161,,,,SD NEGERI DANASARI 01,sdndanasarisiji@gmail.com,Negeri,,Bojong,52465,85328413083,101032803024,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/32/1985,1 AGUSTUS 1985,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2493,35-0162,,,,SD NEGERI DANASARI 02,sdn.danasari02@gmail.com,Negeri,Desa Danasari Kecamatan Bojong Kabupaten Tegal,Bojong,52465,85793312755,101032803004,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/ /32/85,1 AGUSTUS 1985,B,83,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2494,35-0163,,,,SD NEGERI DUKUHTENGAH,sdn.dukuhtengah@gmail.com,Negeri,Jl. Duren No. 01 Rt. 08/02 Dukuhtengah,Bojong,52465,85229577267,101032803005,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/32/1985,01/01/1985,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2495,35-0164,,,,SD NEGERI GUNUNGJATI,Sd.negeri.gunungjati1@gmail.com,Negeri,Desa Gunungjati,Bojong,52465,81911560880,101032803014,Gubernur Kepala Daerah Tingkat I Jawa Tengah,421.2/025/32/1985,1 Agustus 1985,B,83,2021,Dinas Pendidikan Dan Kebudayaan Kabupaten Tegal,4
2496,35-0165,,,,SD NEGERI KAJENENGAN 01,sdnkajenengan01@yahoo.com,Negeri,Jl. Raya Desa Kajenengan Kec. Bojong,Bojong,52465,83824986855,101032803016,GUBERNUR KEPALA DAERAH TINGKAT 1,421-2/025/ /32/1985,01/28/85,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN,4
2497,35-0166,,,,SD NEGERI KAJENENGAN 02,sd.negeri.kajenengan02@gmail.com,Negeri,Jalan Kajenengan No. 5 Desa Kajenengan,Bojong,52465,0,101032803026,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/ /32/1985,1 Agustus 1985,B,85,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN PEMERINTAH KABUPATEN TEGAL,4
2498,35-0167,,,,SD NEGERI KALIJAMBU,sdn_kalijambu@yahoo.com,Negeri,"Ds.Kalijambu, Kec.Bojong,Kab.Tegal",Bojong,52465,82322629369,101032803017,GUBERNUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/ /32/1985,01 Agustus 1985,B,81,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2499,35-0168,,,,SD NEGERI KARANGMULYA 01,sdnkarangmulyasatu1@gmail.com,Negeri,Jalan Desa Karangmulya,Bojong,52465,89607592345,101032803009,,,,B,84,2021,,4
2500,35-0169,,,,SD NEGERI KARANGMULYA 02,sdnkarangmulya999@gmail.com,Negeri,Jl. Pesuruan Karangmulya,Bojong,52465,85229640234,101032803029,An. GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/32/1985,1 Agustus 1985,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB. TEGAL,4
2501,35-0170,,,,SD NEGERI KEDAWUNG,sdkedawung@gmail.com,Negeri,Jl. Raya Utara Desa Kedawung Kecamatan Bojong Kabupaten Tegal,Bojong,52465,0,101032803010,GUBERNUR DAERAH TINGKAT 1 JAWATENGAH,421.2/025/32/1985,15/10/85,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2502,35-0171,,,,SD NEGERI LENGKONG 01,sdnlengkonglengkong@gmail.com,Negeri,Lengkong,Bojong,52465,82329257467,101032803007,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/32/1985,1 AGUSTUS 1985,B,78,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB.TEGAL,4
2503,35-0172,,,,SD NEGERI LENGKONG 02,sdnegerilengkong02@gmail.com,Negeri,Lengkong,Bojong,52465,81911486444,101032803030,Gubernur Kepala Daerah Tingkat 1Jawa Tengah,421.2/025/732/85,01/08/1985,B,88,2019,Dinas Pendidikan dan Kebudayaan Kab. Tegal,4
2504,35-0173,,,,SD NEGERI PUCANGLUWUK 01,sdnpucangluwuk0101@gmail.com,Negeri,Jl.Raya Pucangluwuk Kec.Bojong Kab.Tegal,Bojong,52645,83839030202,101032803015,GUBERBUR KEPALA DAERAH TINGKAT 1 PROVINSI JAWA TENGAH,421.2/025/32/1985,01 Agustus 1985,A,91,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KEBUPATEN TEGAL,4
2505,35-0174,,,,SD NEGERI PUCANGLUWUK 02,SDN.pucangluwuk02@gmail.com,Negeri,JL.Sabrang Desa Pucangluwuk Kecamatan Bojong,Bojong,52465,0,101032803025,GUB. KDH. TINGKAT 1. JATENG,421.2/025/32/1985,1 AGUSTUS 1985,B,83,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2506,35-0175,,,,SD NEGERI REMBUL 01,sdnrembul01@gmail.com,Negeri,Galengan Rembul Kec. Bojong Kab. Tegal,Bojong,52465,81902307778,101032803006,GUB. KDH. TINGKAT I JATENG,421.2/025/32/85,1 AGUSTUS 1985,B,85,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2507,35-0176,,,,SD NEGERI REMBUL 02,sdn.rembul2@gmail.com,Negeri,"Jalan Raya Rembul Timur, Desa Rembul",Bojong,52465,0,101032803028,PEMERINTAH PROVINSI JAWA TENGAH,421.2/025/.../32/85,1 AGUSTUS 1985,B,82,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2508,35-0177,,,,SD NEGERI REMBUL 03,sdnrembul03@gmail.com,Negeri,Jl. Raya OW Guci Ds Rembul,Bojong,52465,85290656699,101032803020,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/10/32/1985,1 Agustus 1985,B,81,2018,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB.TEGAL,4
2509,35-0178,,,,SD NEGERI SANGKANAYU,sdn.sangkanayu@yahoo.com,Negeri,Desa Sangkanayu Kecamatan Bojong Kabupten Tegal,Bojong,52465,81902342120,1010328803012,GUBENUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,431.2/035/ /32/1985,1 Agustus 1985,B,85,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KAB.TEGAL,4
2510,35-0179,,,,SD NEGERI SUNIARSIH,sd.negeri.suniarsih@gmail.com,Negeri,Jl. Jamda No.01 Desa Suniarsih Kec.Bojong Kab.tegal,Bojong,52465,81350308382,101032803011,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/32/1985,1 Agustus 1985,A,91,2021,DINAS DIKBUD KABUPATEN TEGAL,4
2511,35-0180,,,,SD NEGERI TUWEL 01,sd_tuwel01@ymail.com,Negeri,Jl.Dukuh Samping Desa Tuwel,Bojong,52465,83837252253,101032803003,GUBERNUR KEPALA DAERAH TINGKAT I JAWA TENGAH,421.2/025/ /32/1985,1 AGUSTUS 1985,B,84,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2512,35-0181,,,,SD NEGERI TUWEL 02,sdntuweldua@yahoo.co.id,Negeri,Jl Raya-Tuwel Bumijawa kec.Bojong Kab Tegal,Bojong,52465,83190931287,101032803027,Gubernur Kepala Daerah TK I Jawa Tengah,421.2/025/32/1985,1 Agustus 1985,B,83,2021,Dinas pendidikan dan Kebudayaan kab.Tegal,4
2513,35-0182,,,,SD NEGERI TUWEL 03,sdntuwel03bojong@gmail.com,Negeri,Tuwel Rt 06 Rw 03,Bojong,52465,85327006139,1010328803019,An. GUBENUR KEPALA DAERAH TINGKAT 1 JAWA TENGAH,421.2/025/ 32/1985,01 AGUSTUS 1985,B,83,2021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,4
2514,35-0183,,,,SD NEGERI LEBAKGOWAH 01,sdnlebakgowah034@gmail.com,Negeri,Jl. Raya Selatan Desa Lebakgowah Kec. Lebaksiu Kab. Tegal,Lebaksiu,52461,85742438735,101032806002,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,421.2/06110/1990,2/04/1990,B,83,2019,Dinas Pendidikan dan Kebudayaan Kabupaten Tegal,5
2515,35-0184,,,,SD NEGERI LEBAKGOWAH 02,lebakgowahsdn02@gmail.com,Negeri,Jl. Raya Utara Desa Lebakgowah,Lebaksiu,52461,2833467028,101032806030,Dinas Dikbud Kabupaten Tegal,421.2/06110/1990,2 April 1990,A,86,2016,Dinas Dikbud Kabupaten Tegal,5
2516,35-0185,,,,SD NEGERI LEBAKGOWAH 03,Sdn_lebakgowah003@gmail.com,Negeri,Jln.Raya Utara Desa Lebakgowah,Lebaksiu,52461,82225495105,101032806038,Dinas Pendidikan dan Kebudayaan,421.2/06110/1990,2 April 1990,B,84,2016,Dinas Pendidikan dan Kebudayaan,5
2517,35-0186,,,,SD NEGERI LEBAKSIU KIDUL 01,sdsnlebaksiukidul01@gmail.com,Negeri,Jl. Raya Barat Lebaksiu,Lebaksiu,52461,0,101032806001,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,421.2/06110/1990,01/01/1990,A,91,2016,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,5
2518,35-0187,,,,SD NEGERI LEBAKSIU KIDUL 03,sdnlebaksiukidul03@gmail.com,Negeri,Jl. Pesawahan,Lebaksiu,52461,283462179,101032806021,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,421.2/06110/1990,02/04/1990,B,86,2019,DINAS PENDIDIKAN DAN KEBUDAYAAN KABUPATEN TEGAL,5
